0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,11.804704705099248,28.079505797198646,48.585720621390905,75.5934594022527,93.00588108176251,146.0889703292569,305.911144891458,355.85720485991646,431.3373159330844,519.0064658631842,443.6820028089757,521.3388217902998,484.0648946306455,457.62081061834357,558.5001676908596,515.5420840543582,0.9575636795372261,0.9270700009512199,0.8384660295363907,0.977398738188502,0.9128644406047238,0.8035267890716977,1.045861361350703,499.0103843529997,233237.1169142541,36.59254368800491,1061.075244666888,956.1549649475031,85.21201065078567,1747539157.991936,0.0
1.0,13.441893451914023,35.72758574739727,65.25831353809366,87.55220067514442,123.41061877897742,120.96162549996401,300.43766971042476,301.785571378058,295.58243134410117,231.57867893632053,182.6185270087343,90.16869146053318,4.3271387055551145,-46.69361093731098,-123.3092730353606,-290.43450609011677,0.9270894319047264,0.9577261156291635,0.9466312892125494,0.8125024309975345,0.9134793721793996,0.8929729017190962,1.0304254794161787,505.0016509972686,255166.78006803113,36.60742538995261,1036.636725288123,926.774400251515,92.44658516682259,1747539157.99603,0.0
2.0,15.350654367533298,39.324750054353586,66.93572164300787,105.31345979061426,97.34507826978268,102.61022135337403,93.05980632616263,61.282908882383666,-21.136313165671396,-69.64132562125215,-113.30629691397397,-54.39147736309846,17.808451400027295,53.5558023380932,161.70567930316736,194.4865961873952,0.9478439390068615,0.8312456749276242,0.8611305419472431,0.8422037726787212,0.8817425559961166,0.9207005252974582,1.068259973358606,547.2357286446994,274855.64258763246,36.60916880239116,907.769735020045,913.255835450032,82.11855433285372,1747539158.000013,0.0
3.0,16.66031627248434,44.87798670222763,67.3750015545751,95.279698336615,72.28370701507691,46.6088592915702,22.059387305868142,-55.6333383367336,-85.14748467473089,3.3104475136765217,57.60488285311709,182.37374413026407,254.580267616584,208.8804807420908,258.36597368829024,294.2211081976778,0.8483338732718619,0.868802130774342,0.8095393087513584,0.8953163653071721,0.8007413997805151,0.8884002392695289,1.0647261183768564,536.9182380916552,256599.1576234916,36.59463217865027,958.9579869770151,921.9596310841265,90.3495115719243,1747539158.004011,0.0
4.0,18.021941462238452,48.746702934994325,66.64254369432075,61.262074250347474,33.16326214973231,-1.3081567868034227,-47.258047906540966,-12.79725909847815,69.0516012850569,179.24746557022962,257.64749771295146,319.45903067739084,187.22167420050823,136.04071783990335,30.196163423636463,25.379783506835565,0.8587849486583911,0.934361978155798,0.9725326651208018,0.9130906900093462,0.998884484091144,0.849336346673613,0.9624536154807771,453.2376627776079,262086.90486401343,36.59483972994408,979.3030738082279,1005.1767948108375,99.7527738175032,1747539158.008007,0.0
5.0,20.129742088278714,49.54866804742299,57.46902701636925,38.501002586915284,7.725639461579455,-50.00044687057624,25.895307074778515,94.04838000330871,222.0247779722694,253.42177058032408,212.14170538999355,106.14854418531034,64.80985449716572,-144.17990640497334,55.52394561048848,213.29433276240454,0.9973894779451352,0.8314080173346157,0.9314809126290177,0.9458512301415051,0.8722588704430599,0.8926209460753526,1.0148377720637192,456.97402644869254,232271.943609902,36.60484261380632,1054.6258260457134,1007.5809626265211,94.5069902746244,1747539158.012,0.0
6.0,20.719012831316245,45.223907957821,44.33708103425528,11.420384672938656,-10.474104141485562,8.261804875912546,89.92039745642793,166.2663120209504,246.27767253455724,129.78361872936114,12.014910278862658,-58.8400911797726,35.92344902315142,238.8934903479566,353.4529453411009,336.08545771739017,0.8524466443283779,0.9462448489578131,0.8658790714297172,0.8843545191235231,0.8406268792391545,0.993663069756661,1.0805480077033303,543.3513181452226,249244.13800978585,36.60020141732592,1059.175578400415,1066.756187533957,96.46295178207706,1747539158.016001,0.0
7.0,21.898942384836985,46.1524145326652,31.205207686100767,-2.1295340286175986,3.1662584806680414,59.88668000301672,183.524788546889,169.18901000546157,87.2345305851435,-28.390523360589953,-14.831929924128175,125.37426962046484,300.0887856819771,395.71213624495954,127.29008917747763,-172.5063646437519,0.9096498706169894,0.9589189470377525,0.8442863980249545,0.9616954668878551,0.9405387285640997,0.9121422038600185,1.0580361949584773,512.0816872805798,257593.02479815873,36.592978463841014,965.238727506606,1020.2260923333708,93.70971944853487,1747539158.020006,0.0
8.0,22.28248493416048,41.35852437064922,17.45180150260886,-11.67044819498156,20.124509427260687,127.55443646037546,185.50382290213736,83.16413019823074,-42.24869755683204,-34.18353378577214,175.7758537792753,272.530089858816,165.46187288670086,-13.74756461608979,-193.5783880677003,159.728852340334,0.8789787663617722,0.928576416730991,0.988406377511318,0.964239903992084,0.865800577765859,0.8247461252256159,1.044733251872389,531.1927759462567,275173.7378127884,36.60019852975798,1043.809105765617,1058.3102616615001,97.45514391886333,1747539158.024002,0.0
9.0,23.29769749598755,35.85123686474931,-1.3048050459359501,-16.049110669803156,66.81295536975533,166.22225721591502,104.04021288139947,-38.844069099961686,-42.16544123715451,164.63252895618535,188.982663102741,140.1429533404156,0.11443080001816952,10.225231347147314,359.07292848963516,470.0414635036867,0.8178827006559358,0.9117772835865087,0.9192735194627767,0.8099336421175312,0.918190546067715,0.9654671355511734,1.0397870739476902,525.8517111418334,268129.76341581787,36.60545336915174,1093.736588299596,1022.9717531801828,83.94031207294728,1747539158.028002,0.0
10.0,24.406026042163592,29.698910150951637,-10.874673441675021,11.324797566447849,112.37671278203999,107.1103885588959,28.100358619549134,-54.51496425693364,123.27637529068227,243.40337940236404,110.23017143240222,-80.03001133678109,105.78359792381924,248.61353302294665,233.44582317024566,25.19439466057534,0.9476315890544097,0.9692055450957556,0.9976272449268809,0.8145684336143756,0.9169707488528093,0.9712829650500571,1.0718940135422204,521.9419224698951,246696.6310550878,36.60329193752611,968.5249403190268,903.304547210229,94.96472738163389,1747539158.032,0.0
11.0,24.603118371618606,22.041015748957154,-10.91786535100804,34.4223719861304,127.33821657788904,69.72111971453258,-36.06493172733768,56.997148909276206,217.42605543451435,112.81677468799136,12.43963609415161,65.04290360225151,305.61614625942707,174.77213042759996,-174.99804655843093,138.11964894657132,0.999281271745755,0.9559447797663102,0.9825451236986745,0.9981160927675908,0.8887382021836984,0.9563549532576617,0.9769407536060251,509.94207835734284,245104.32978956387,36.59341443863176,980.31987157612,963.5272363322034,88.83317716622344,1747539158.036002,0.0
